,Compound,Date,Network,Text,Twitter Handle
177,0.0772,2017-12-11 13:14:01,CBS News,An explosion has been reported at the Port Authority bus terminal in New York City. New Yorkers were advised to avo… https://t.co/LfKKz6gzOg,@CBSNews
178,0.0772,2017-12-11 13:08:41,CBS News,Thousands of people commute through Port Authority each day. At this time we are hearing of at least one person inj… https://t.co/761PR3DZSQ,@CBSNews
179,-0.34,2017-12-11 13:05:56,CBS News,MORE: Sources tell CBS News at least one person is under arrest and at least one person has been injured… https://t.co/8Uf804XKyc,@CBSNews
180,0.5766,2017-12-11 13:04:45,CBS News,SPECIAL REPORT: Police have evacuated Port Authority bus terminal due to an explosion. Sources tell CBS News so far… https://t.co/iGC23gL4qt,@CBSNews
181,0.4019,2017-12-11 13:01:01,CBS News,Republican Roy Moore and Democrat Doug Jones take their final laps on the campaign trail before Tuesday's special e… https://t.co/eps0OqfW4x,@CBSNews
182,0.0772,2017-12-11 12:58:03,CBS News,DEVELOPING: Reports of an explosion within Port Authority in New York City. Evacuations underway… https://t.co/otZygBDF7i,@CBSNews
183,0.296,2017-12-11 12:53:19,CBS News,"AHEAD: @CBSEveningNews anchor @JeffGlor will join @CBSThisMorning from Paris, where he will interview France’s Pres… https://t.co/vxOgwi5CuS",@CBSNews
184,-0.5106,2017-12-11 12:49:52,CBS News,"A widely-shared, emotional video is starting a new national conversation about bullying. Keaton Jones, a middle sch… https://t.co/lozpij6fAE",@CBSNews
185,-0.7906,2017-12-11 12:41:01,CBS News,"Threat of violence looms as demonstrations continued around the world on Monday, well beyond the Middle East and th… https://t.co/KXdWyGDpko",@CBSNews
186,-0.5859,2017-12-11 12:40:40,CBS News,"“The Air Force Academy tells us that in the last five years, 11 cadet survivors of sexual assault decided to leave.… https://t.co/FD3KuVA1Nf",@CBSNews
187,0.0,2017-12-11 12:35:59,CBS News,"In a six-month investigation you'll see only on @CBSThisMorning, @NorahODonnell and her team traveled to the United… https://t.co/OKuZnRKnWt",@CBSNews
188,0.2732,2017-12-11 12:32:42,CBS News,"Here’s this morning’s 3 things you need to know:
1️⃣ Manafort &amp; Gates in court
2️⃣ Putin's surprise visit
3️⃣ Bitco… https://t.co/xRzx2O0o9t",@CBSNews
189,-0.5106,2017-12-11 12:21:41,CBS News,AHEAD on @CBSThisMorning: How an emotional video of an 11-year-old is starting a new conversation about bullying an… https://t.co/EGgYvbxhNn,@CBSNews
190,-0.8126,2017-12-11 12:21:01,CBS News,Man and woman arrested after woman found dead and her daughter found tied up Hawaii rental home… https://t.co/hwj9Zf5FI6,@CBSNews
191,0.34,2017-12-11 12:20:01,CBS News,The NFL faces new questions about its concussion policy after Houston’s quarterback went out to play with a head in… https://t.co/sAnavgN38J,@CBSNews
192,-0.9402,2017-12-11 12:18:23,CBS News,A serial killer sentenced to life in prison says there are more victims than the seven he confessed to killing. Tod… https://t.co/2EhJxj6gl5,@CBSNews
193,0.4019,2017-12-11 12:16:59,CBS News,Israel's Prime Minister urged European allies to support the president's decision. That follows a series of violent… https://t.co/f8EGXlyPdr,@CBSNews
194,-0.8074,2017-12-11 12:15:51,CBS News,Some of the women who accused President Trump of sexual abuse will hold a news conference this morning demanding an… https://t.co/KCkjicuU0Q,@CBSNews
195,0.7184,2017-12-11 12:14:11,CBS News,"“There’s a huge ‘if’ in this election result,” @MajorCBS says, adding that if Roy Moore wins, “he faces an immediat… https://t.co/JqEQJbA3wN",@CBSNews
196,0.4019,2017-12-11 12:12:22,CBS News,Chief White House correspondent @MajorCBS joins @CBSThisMorning to discuss Tuesday's special election in Alabama… https://t.co/zorowJSTHV,@CBSNews
197,0.4019,2017-12-11 12:08:35,CBS News,Alabama's Senate candidates are making final campaign pushes before Tuesday's special election. Republican Roy Moor… https://t.co/cXOXfm51Fy,@CBSNews
198,0.0,2017-12-11 12:07:46,CBS News,This morning 7 Northeastern states are under winter weather advisories as millions of people dig out from a very po… https://t.co/BiOljKryty,@CBSNews
199,-0.8268,2017-12-11 12:06:16,CBS News,The largest and most destructive wildfire burning in Southern California is threatening to spread to thousands more… https://t.co/3EMGIO4Vr8,@CBSNews
200,0.0,2017-12-11 23:34:08,CNN,"Condoleezza Rice on the Alabama special election: ""Reject bigotry, sexism, and intolerance"" https://t.co/05g4mHhDPC https://t.co/kFSr6ykZ8d",@CNN
201,0.6124,2017-12-11 23:28:27,CNN,"He may no longer be in office, but former President Obama is still encouraging people to sign up for Obamacare as a… https://t.co/6HQOCTeBaB",@CNN
202,-0.4005,2017-12-11 23:22:37,CNN,Here's what really scares Donald Trump | Analysis by CNN's Chris Cillizza https://t.co/uNxpM4yvKZ https://t.co/FaGK8zLXf3,@CNN
203,0.4404,2017-12-11 23:18:22,CNN,RT @KyungLahCNN: #ThomasFire sunset in Carpinteria. Smoke rising up is good news for firefighters. Wind shifting so SW flank is burning slo…,@CNN
204,-0.1531,2017-12-11 23:11:05,CNN,There's a shakeup happening at Soylent. A cofounder of the Silicon Valley startup is stepping down as CEO.… https://t.co/csbgdX6iWl,@CNN
205,-0.296,2017-12-11 23:10:14,CNN,"In conversations with authorities, the New York City bombing suspect pledged allegiance to ISIS, a law enforcement… https://t.co/CY6hvUtiic",@CNN
206,0.5994,2017-12-11 23:04:14,CNN,"RT @CNNSitRoom: President Trump backs Roy Moore with Alabama robocall: ""Roy Moore is the guy we need to pass our 'Make America Great Again'…",@CNN
207,0.0,2017-12-11 23:03:54,CNN,The hotly contested race between Republican Roy Moore and Democrat Doug Jones will come to a close Tuesday when Ala… https://t.co/vbMf1qSjbT,@CNN
208,0.0,2017-12-11 22:44:23,CNN,"The New Yorker has parted ways with its Washington correspondent, Ryan Lizza, following a review of what it called… https://t.co/pR8kh2apj7",@CNN
209,-0.8591,2017-12-11 22:43:38,CNN,RT @CNNSitRoom: A group of women who have publicly accused President Trump of sexual harassment and assault detailed their accounts of bein…,@CNN
210,-0.5095,2017-12-11 22:42:19,CNN,Sarah Sanders just made a hugely offensive allegation against the media | Analysis by CNN's Chris Cillizza… https://t.co/vOr05ktd8E,@CNN
211,-0.6486,2017-12-11 22:36:13,CNN,"RT @CNNSitRoom: The New York bombing suspect told investigators he carried out the attack because of recent Israeli actions in Gaza, law en…",@CNN
212,-0.2263,2017-12-11 22:32:20,CNN,Rep. Peter King: I don't think President Trump's proposed immigration policies would have stopped the New York atta… https://t.co/4IXrVPEZAK,@CNN
213,-0.5574,2017-12-11 22:30:51,CNN,Saudi Arabia ends a 35-year ban on movie theaters https://t.co/HnlameXhGp https://t.co/wh3hcxa7d5,@CNN
214,-0.128,2017-12-11 22:29:19,CNN,"Republican Rep. Peter King: I disagree with President Trump and would not vote for Roy Moore, ""there's a certain li… https://t.co/sCtRIfQnt2",@CNN
215,-0.4207,2017-12-11 22:25:28,CNN,Just because the botched attack in New York wasn't deadly doesn't mean we shouldn't fear the threat of terrorists w… https://t.co/AVhpZnRMMu,@CNN
216,0.4019,2017-12-11 22:19:07,CNN,"A special election to replace Arizona Republican Rep. Trent Franks will be held next year, with a primary February… https://t.co/7cuQzOc7Ly",@CNN
217,0.0,2017-12-11 22:13:18,CNN,"Siri, what's that song?

Apple has confirmed it is buying Shazam. https://t.co/VXt04AedNf https://t.co/tdVDFNLNr4",@CNN
218,0.0,2017-12-11 22:05:06,CNN,The world's greenest cruise ship will have sails https://t.co/7DctUsBbVP https://t.co/eM1p8YL9UY,@CNN
219,0.0772,2017-12-11 21:58:05,CNN,She’s employee number 29 at Facebook. “I just really believed that Facebook and Mark Zuckerberg was going to be rea… https://t.co/KcrVqOWTqJ,@CNN
220,0.0,2017-12-11 21:57:34,CNN,"The countdown to the New Year has begun, and lawmakers on Capitol Hill have been busy trying to reconcile their tax… https://t.co/qX8oF40CQZ",@CNN
221,0.0,2017-12-11 21:53:31,CNN,"Twitter is hosting an event next month that will feature only high-profile female speakers, in what the company say… https://t.co/MDlq4OzBQF",@CNN
222,0.3612,2017-12-11 21:43:39,CNN,"RT @TheLeadCNN: The White House, run by the President who came to political prominence by promoting the lie that the first African-American…",@CNN
223,0.0,2017-12-11 21:40:21,CNN,"🥤 🥤 🥤 🥤🥤 🥤 🥤 🥤🥤 🥤 🥤 🥤 

President Trump reportedly drinks 12 Diet Cokes each day. What exactly does that do to his… https://t.co/wqwDNoeFaN",@CNN
224,-0.296,2017-12-11 21:37:45,CNN,A rising star at the State Department has written a blistering resignation letter to Secretary of State Rex Tillers… https://t.co/zxAvvcf28X,@CNN
225,-0.2732,2017-12-11 21:30:34,CNN,White House claims President Trump's immigration plans could have prevented the suspect in an attempted New York te… https://t.co/mKUfYG9ViX,@CNN
226,0.0,2017-12-11 21:15:20,CNN,"🥤 🥤 🥤 🥤🥤 🥤 🥤 🥤🥤 🥤 🥤 🥤 

President Trump reportedly drinks 12 Diet Coke’s each day. What exactly does that do to his… https://t.co/SqeHbWq5nU",@CNN
227,-0.5719,2017-12-11 21:04:16,CNN,"“We dodged a bullet this morning, there’s no doubt about it”: James Gagliano discusses the explosion in New York Ci… https://t.co/zdHBDzf9Z5",@CNN
228,0.5574,2017-12-11 20:57:51,CNN,"Rep. Gwen Moore recently wrote a letter expressing her ""urgent concern"" about the safety of Senate pages if Roy Moo… https://t.co/kFa1RplihX",@CNN
229,-0.1027,2017-12-11 20:52:04,CNN,"Judge warns Paul Manafort on his work on an op-ed defending his efforts in Ukraine, saying that a court-issued gag… https://t.co/R5SchVzwO4",@CNN
230,0.0,2017-12-11 20:40:42,CNN,"Having older brothers increases men's likelihood of being gay, newly published research suggests… https://t.co/o4Vm4O6D4D",@CNN
231,0.0,2017-12-11 20:35:16,CNN,Secret message apps are on the rise at work https://t.co/W9XsVZHXuB https://t.co/VTUFs2Fnb3,@CNN
232,-0.296,2017-12-11 20:29:58,CNN,"""I suspect we'll be finding other places to land in addition to the moon"": President Trump wants to send astronauts… https://t.co/4SNsJK892g",@CNN
233,-0.34,2017-12-11 20:24:10,CNN,Democratic US Sen. Kirsten Gillibrand says President Donald Trump should resign over allegations of sexual miscondu… https://t.co/i0FFKwAnR0,@CNN
234,-0.6486,2017-12-11 20:18:05,CNN,Europe's five biggest economies have warned the Trump administration that its tax plan may violate international tr… https://t.co/GV4CQCPj3C,@CNN
235,0.0,2017-12-11 20:10:02,CNN,"“I express myself through music.” Born with a rare genetic condition, this 19-year-old Juilliard musician spends we… https://t.co/YZhEqowr2D",@CNN
236,0.0,2017-12-11 20:01:47,CNN,President Trump speaks from the White House. Watch live on CNN: https://t.co/UYpqI3w42L https://t.co/UX8UsWrJVi,@CNN
237,0.0,2017-12-11 20:00:20,CNN,"Former President Obama is adding his voice to the Alabama Senate race, imploring voters to go to the polls Tuesday… https://t.co/Tz4MzdDAm9",@CNN
238,0.3818,2017-12-11 19:59:49,CNN,"RT @CNNPolitics: Sanders on the Middle East: “We are continuing to urge calm, and we’re open and willing and want to continue meeting and d…",@CNN
239,0.0,2017-12-11 19:59:28,CNN,The SEC shut down plans by a startup food review site to raise money by selling digital tokens. The startup planned… https://t.co/Ybnl3UXWQq,@CNN
240,0.5983,2017-12-11 19:53:20,CNN,RT @CNNnewsroom: Voting for CNN Hero of the Year CLOSES Tuesday 12/12 at 11:59pm PT -- VOTE NOW at https://t.co/xFRTVRwoiy! #CNNHeroes @OpB…,@CNN
241,0.5106,2017-12-11 19:52:47,CNN,Transgender people are free to enlist in the US military beginning in 2018 after a federal judge declined the US go… https://t.co/NhMIJUmGF0,@CNN
242,0.0,2017-12-11 19:50:04,CNN,The California wildfires are now larger than New York City and Boston combined https://t.co/EMSpgKoaoc https://t.co/Nvdj84NWCm,@CNN
243,-0.2263,2017-12-11 19:44:30,CNN,CNN Exclusive: Sen. Kirsten Gillibrand calls on President Trump to resign https://t.co/RJ2N2Hicau https://t.co/LcKrgDhKaB,@CNN
244,-0.1779,2017-12-11 19:41:00,CNN,"RT @CNNPolitics: Sanders on Roy Moore: “As the President said, he found the allegations troubling. If they were true, then he should step a…",@CNN
245,-0.6369,2017-12-11 19:40:45,CNN,"""Look, the President has addressed these accusations directly and denied all of these allegations"": White House pre… https://t.co/0y8gjiABEa",@CNN
246,0.0,2017-12-11 19:40:12,CNN,"""We should all be willing to listen to"" women who speak up about inappropriate sexual behavior, including President… https://t.co/4x8ypdiVFL",@CNN
247,-0.8074,2017-12-11 19:38:10,CNN,Sarah Sanders addresses allegations of sexual assault and harassment against President Trump: “The American people… https://t.co/NjGTM8k67a,@CNN
248,0.0,2017-12-11 19:38:00,CNN,"RT @CNNPolitics: White House press secretary Sarah Sanders in response to President Trump’s accusers speaking out: ""The President has addre…",@CNN
249,-0.296,2017-12-11 19:30:10,CNN,"Two Democratic senators called for President Trump's resignation over the weekend, citing the multiple accusations… https://t.co/nW0ahmJCl0",@CNN
250,-0.7096,2017-12-11 19:20:12,CNN,This 15-year-old wept as her parents told her their insurance company denied her for minimally invasive brain surge… https://t.co/x6l7Y6pdTo,@CNN
251,0.0,2017-12-11 19:10:07,CNN,Parents to Congress: My child depends on CHIP for health insurance https://t.co/OUpqqqQTfY https://t.co/2VhS3FxvFc,@CNN
252,0.0,2017-12-11 19:00:06,CNN,"For the first time, an experimental drug has reduced levels of the toxic protein that causes Huntington's disease i… https://t.co/RvMInHGbtQ",@CNN
253,0.0,2017-12-11 18:50:07,CNN,"Siri, what's that song?

Apple buys Shazam: https://t.co/Fvf8r2mIsL https://t.co/YC8iPPs2jd",@CNN
254,0.5267,2017-12-11 18:41:08,CNN,A 12 Diet Cokes-a-day habit like Trump's is worth changing https://t.co/UkB2nRumKA https://t.co/H8QHLyRkK6,@CNN
255,-0.296,2017-12-11 18:33:54,CNN,NYC bombing suspect Akayed Ullah told investigators that recent Israeli actions in Gaza are the reason he carried o… https://t.co/vgRbqtBlgk,@CNN
256,-0.1027,2017-12-11 18:23:28,CNN,"5 reasons you need to pay attention to the Roy Moore race:

- Trump's policy agenda
- The 2018 election
- The GOP b… https://t.co/3ulQmzkAfw",@CNN
257,0.0,2017-12-11 18:09:12,CNN,President Trump wants to send astronauts back to the Moon -- and eventually Mars https://t.co/yT29ZCR2Z5 https://t.co/H5Fim8OeJM,@CNN
258,0.0,2017-12-11 17:52:52,CNN,"Wild parrots were shipped to New York in the 1960s destined for pet stores, but many of them escaped and still live… https://t.co/rfzGXjoL5N",@CNN
259,0.2146,2017-12-11 17:40:15,CNN,"Democrats might not win in Alabama, but they can't lose either | Analysis by @GregJKrieg https://t.co/PS2nXJB3bJ https://t.co/BRLVvn4Zua",@CNN
260,0.0,2017-12-11 17:30:06,CNN,"Former President Barack Obama is adding his voice to the Alabama Senate race, imploring voters to go to the polls T… https://t.co/h1ogfwNe1G",@CNN
261,0.0,2017-12-11 17:20:15,CNN,"Before Roy Moore goes head-to-head with Democrat Doug Jones on Tuesday, catch up on the events that have brought us… https://t.co/y3ZLNTC9sm",@CNN
262,0.5574,2017-12-11 17:10:03,CNN,"Meet the woman in charge of growing Facebook to the next billion users. How Naomi Gleit, VP of Social Good, got the… https://t.co/WhALdPw2ka",@CNN
263,0.5574,2017-12-11 17:02:41,CNN,Here's step-by-step details on how to vote for the CNN Hero of the Year at https://t.co/ANMKKlbytz… https://t.co/QWWHPPaPbw,@CNN
264,0.0,2017-12-11 16:56:28,CNN,President Trump's #metoo moment is here | Analysis by @CillizzaCNN https://t.co/3ArVuPpqXW https://t.co/Yz1BFIc1qF,@CNN
265,-0.296,2017-12-11 16:45:51,CNN,"What we know about the NYC bombing suspect

- Police ID him as Akayed Ullah

- He's a 27-year-old man of Bangladesh… https://t.co/ucXuTWD7Sm",@CNN
266,0.0,2017-12-11 16:42:01,CNN,The California wildfires are now larger than New York City and Boston combined https://t.co/9ePVuSXUpd https://t.co/n6JbgEFnxa,@CNN
267,0.0,2017-12-11 16:26:11,CNN,Take a look back at the photos that shaped 2017: https://t.co/ksho3CBLx6 https://t.co/ra5AlsxFV3,@CNN
268,-0.7096,2017-12-11 16:26:07,CNN,This 15-year-old wept as her parents told her their insurance company denied her for minimally invasive brain surge… https://t.co/nhPom6AFX5,@CNN
269,-0.4019,2017-12-11 16:16:03,CNN,"Nearly one child dies every month and about about two are injured every day in window blind-related incidents, acco… https://t.co/T3RpfiqmD7",@CNN
270,0.0,2017-12-11 16:06:04,CNN,About 45% of US children ages 10 to 12 have a smartphone with a service plan https://t.co/coIed5tzzE https://t.co/I6AW6YGvey,@CNN
271,0.0,2017-12-11 15:56:02,CNN,Celebrity chef Mario Batali is stepping away from his restaurant business and ABC television show amid allegations… https://t.co/jf82OuloQT,@CNN
272,-0.8591,2017-12-11 15:47:29,CNN,Multiple women who have publicly accused President Trump of sexual harassment and assault are holding a press confe… https://t.co/iH61xbQCkU,@CNN
273,0.5423,2017-12-11 15:45:12,CNN,"RT @CNNnewsroom: Sen. Lindsey Graham says he wishes Roy Moore would have ""stepped aside,"" says ""Moore will be the gift that keeps on giving…",@CNN
274,-0.4588,2017-12-11 15:35:47,CNN,"- 98,000 evacuees
- 85,000 power outages
- 25,000 homes threatened
- 9,000 firefighters

The California wildfires b… https://t.co/lXwEfewEr7",@CNN
275,0.0,2017-12-11 15:22:18,CNN,"Starting next April, you won't need to sign anything to make a purchase with an American Express card… https://t.co/VOFLXtunit",@CNN
276,0.0,2017-12-11 15:08:31,CNN,"During an appearance on a conspiracy-driven radio show in 2011, Alabama Senate candidate Roy Moore said getting rid… https://t.co/Kq3L8tOG8N",@CNN
277,-0.3612,2017-12-11 14:55:08,CNN,"RT @CNNnewsroom: Mayor Bill de Blasio says there are ""no credible and specific threats against New York at this time"" but adds that there w…",@CNN
278,-0.296,2017-12-11 14:53:56,CNN,"NYPD: The suspect is a 27-year-old male who strapped an ""improvised low-tech explosive device"" to his body. He suff… https://t.co/VfjILjiYQ0",@CNN
279,-0.6908,2017-12-11 14:46:20,CNN,"New York City Mayor Bill de Blasio: “This was an attempted terrorist attack."" https://t.co/Y8Tma1czEi https://t.co/cTs0VvBc0s",@CNN
280,0.25,2017-12-11 14:42:41,CNN,"New York Gov. Andrew Cuomo: The suspect had an ""effectively low-tech device"" on him this morning at Port Authority https://t.co/gys1yFJGqj",@CNN
281,0.0,2017-12-11 14:37:05,CNN,Verizon will stream NFL games on any network next year https://t.co/pRSBy3IdPg https://t.co/lIX72UJBM0,@CNN
282,-0.296,2017-12-11 14:27:39,CNN,"A total of four injuries, including the suspect, have been reported at the scene of an explosion at Port Authority,… https://t.co/akeJUpkPQ9",@CNN
283,0.0258,2017-12-11 14:22:11,CNN,Russian President Vladimir Putin orders a partial withdrawal of Russian troops from Syria during a visit to the war… https://t.co/TJxnTyTkHO,@CNN
284,0.0,2017-12-11 14:15:55,CNN,RT @CNNPhotos: The biggest news and most eye-catching photos from 2017: https://t.co/GjPeYmbaTF https://t.co/SYJM2XmqnP,@CNN
285,0.6124,2017-12-11 14:12:05,CNN,"The nominees for the 75th Golden Globe Awards have been announced and it's a good day for HBO's limited series ""Big… https://t.co/sTnfbpfdKh",@CNN
286,0.3612,2017-12-11 14:02:26,CNN,The NYPD is on high alert and searching for any related activity at the Port Authority and on the subway system fol… https://t.co/qU03J6WUsH,@CNN
287,0.0,2017-12-11 13:48:42,CNN,"Former President Barack Obama is adding his voice to the Alabama Senate race, imploring voters to go to the polls T… https://t.co/YMwiFB5E0X",@CNN
288,0.0,2017-12-11 13:38:08,CNN,A man who is now in custody was wearing a homemade device that either did not detonate according to plan or malfunc… https://t.co/DCI5GpjK5N,@CNN
289,-0.4939,2017-12-11 13:24:16,CNN,"UPDATE: One person is in custody, according to two NYPD sources, after what appears to be some type of pipe bomb ex… https://t.co/bSdGBr3YHs",@CNN
290,0.0,2017-12-11 13:18:39,CNN,"President Trump has been briefed on the explosion in New York City, White House press secretary Sarah Sanders says https://t.co/J76MRZqlvq",@CNN
291,0.0772,2017-12-11 13:11:36,CNN,"RT @cnnbrk: Explosion confirmed near NYC's Port Authority bus terminal, police sources say
https://t.co/S71yt72laD",@CNN
292,0.0,2017-12-11 13:09:55,CNN,JUST IN: NYC police say subway trains being evacuated near 42nd Street due to reports of a possible explosion… https://t.co/pTvOKbJnYG,@CNN
293,-0.0772,2017-12-11 12:54:18,CNN,How the accidental discovery of the color purple changed fashion forever https://t.co/xIIVsIEA8O via @CNNstyle https://t.co/xwVillKzXd,@CNN
294,0.7845,2017-12-11 12:47:31,CNN,Fancy a skiing holiday this winter? These are the best resorts of 2017: https://t.co/ZbGXOEsWU9 https://t.co/4YsQjRYylL,@CNN
295,-0.0772,2017-12-11 12:37:15,CNN,"Step by step, this is how firefighters battle a huge wildfire https://t.co/TE3qfdHVJh https://t.co/hZophtW23G",@CNN
296,-0.4019,2017-12-11 12:30:16,CNN,"Nearly one child dies every month and about about two are injured every day in window blind-related incidents, acco… https://t.co/KwW2yKbxC3",@CNN
297,0.5574,2017-12-11 12:26:05,CNN,Nothing's better for getting in the spirit than a European Christmas market. Here are 8 of the best:… https://t.co/avbE8WjDFz,@CNN
298,0.7783,2017-12-11 12:20:02,CNN,"5 things for Monday:

- Nobel Peace Prize
- Alabama Senate race
- California wildfires
- Jerusalem
- Iraq and ISIS… https://t.co/PyO0f3BeHu",@CNN
299,0.0,2017-12-11 12:10:51,CNN,"Alabama Sen. Richard Shelby says he ""couldn't vote for Roy Moore"" https://t.co/F0F8j4gUCd https://t.co/bQiCPjAiVH",@CNN
300,0.0,2017-12-11 23:33:48,Fox News,'Team Sport Politics': 'The Five' Reacts to Conservatives Opposing Each Other on Moore Election  #TheFive https://t.co/ehzcK1htvm,@FoxNews
301,0.0,2017-12-11 23:16:32,Fox News,.@POTUS wants to see @NASA boots on the Moon https://t.co/HCcn30jrVp,@FoxNews
302,-0.4767,2017-12-11 23:05:04,Fox News,Attorney General Jeff Sessions released a statement following the attack in New York City on Monday morning. In the… https://t.co/5C5PWVRcV8,@FoxNews
303,-0.6808,2017-12-11 22:55:08,Fox News,".@POTUS: ""Today's terror suspect entered our country through extended-family chain migration, which is incompatible… https://t.co/h39lTnpxNo",@FoxNews
304,0.4404,2017-12-11 22:51:22,Fox News,Pro-#Trump students in MAGA hats booted from 'safe space' campus coffee shop https://t.co/4jtE8Gk6rB,@FoxNews
305,0.0,2017-12-11 22:49:16,Fox News,".@POTUS signed a policy directive Monday instructing the National Aeronautics and Space Administration to ""refocus… https://t.co/z84aZUXZFL",@FoxNews
306,0.3034,2017-12-11 22:37:02,Fox News,EXCLUSIVE: Wife of demoted DOJ official worked for firm behind anti-Trump dossier https://t.co/62gpolRESS,@FoxNews
307,0.4939,2017-12-11 22:33:58,Fox News,'It Looks Pretty Good': Toomey Says Tax Bill Likely to Be Sent to Trump By Christmas https://t.co/9z3FO5KYpu,@FoxNews
308,-0.7964,2017-12-11 22:32:52,Fox News,"Gorka: Stop Looking at Your Cell Phone, Have a Plan in Case Terror Strikes https://t.co/p7whJkO00M",@FoxNews
309,0.0516,2017-12-11 22:19:54,Fox News,RT @FoxBusiness: Matt Lauer could lose $9M New Zealand ranch due to 'good character' clause https://t.co/48uCLydm1s,@FoxNews
310,0.6249,2017-12-11 22:14:49,Fox News,'Jaws' spotted? Massive great white shark sighted off Australian coast https://t.co/W6uDNEjKfw,@FoxNews
311,-0.2263,2017-12-11 22:14:28,Fox News,"Port Authority explosion suspect: What we know about Akayed Ullah
https://t.co/FELXuKFVsh",@FoxNews
312,-0.8316,2017-12-11 21:42:45,Fox News,Tragedy as famous daredevil climber plunges to death from well-known skyscraper https://t.co/pkO5HKZLfT,@FoxNews
313,0.0,2017-12-11 21:30:20,Fox News,RT @FoxBusiness: #BreakingNews:  The Dow Jones Industrial Average and S&amp;P 500 close at record highs. This is the 66th record close for the…,@FoxNews
314,-0.2732,2017-12-11 21:20:34,Fox News,"Chain migration responsible for NYC terror suspect's entry: White House - via @brookefoxnews
https://t.co/cJCDs5EdDV",@FoxNews
315,-0.6597,2017-12-11 21:01:45,Fox News,Mike Huckabee: Chelsea Handler's 'Vicious Attacks' Are Beginning to Backfire https://t.co/8aVWEhM2Dr,@FoxNews
316,-0.3818,2017-12-11 20:42:49,Fox News,Concealed-carry bill backers brace for Senate fight https://t.co/CZwauEuqcx,@FoxNews
317,0.6794,2017-12-11 20:21:21,Fox News,".@POTUS signs a new directive on space policy: ""This is very exciting and very important for our country."" https://t.co/H9bE3un9R3",@FoxNews
318,0.2732,2017-12-11 20:16:20,Fox News,".@VP Pence on @POTUS space directive: ""You're ensuring, Mr. President, that America will lead in space in the futur… https://t.co/ODoCjnfUNV",@FoxNews
319,-0.9413,2017-12-11 20:04:58,Fox News,"North Dakota woman, 38, pleads guilty to brutal 'womb raider' murder of pregnant woman, 22, to steal baby  https://t.co/RccmdZ3po0",@FoxNews
320,0.7777,2017-12-11 19:44:01,Fox News,.@MakeAWishAust​ partnered with the @Australian_Navy to help make this 12-year-old boy's dream come true! https://t.co/2R3rOn0pTE,@FoxNews
321,0.0,2017-12-11 19:37:12,Fox News,.@PressSec: “@POTUS is aggressively going to continue to push forth responsible immigration reform.” https://t.co/JnkCtTCPoH,@FoxNews
322,-0.4767,2017-12-11 19:27:11,Fox News,.@PressSec: “This attack underscores the need for Congress to work with the president on immigration reforms that e… https://t.co/5N7mofvLx2,@FoxNews
323,-0.0772,2017-12-11 19:18:44,Fox News,Corey Feldman plays lost 1993 audio tape where he names alleged Hollywood sex predator https://t.co/tfpuwQnIlb,@FoxNews
324,-0.8074,2017-12-11 18:59:12,Fox News,Southwest passenger threatens to 'kill everybody' on plane after being caught smoking https://t.co/21I3uysqrx,@FoxNews
325,0.0,2017-12-11 18:56:56,Fox News,".@RepDougCollins on tax reform: “At the end of the day, we’re going to have something that’s actually going to give… https://t.co/CJ1KYhGuuB",@FoxNews
326,0.2263,2017-12-11 18:54:05,Fox News,"Pentagon plans to allow transgender people to enlist in the military starting Jan. 1, officials confirmed to Fox Ne… https://t.co/SYjgs1vPVE",@FoxNews
327,-0.7269,2017-12-11 18:34:23,Fox News,Fried-chicken loving thief arrested after returning to scene of crime https://t.co/m6Zh9Wybt3,@FoxNews
328,-0.25,2017-12-11 18:30:50,Fox News,Boy battling brain tumor gets special tour of John Deere factory https://t.co/oPdIFeIUiR,@FoxNews
329,0.0,2017-12-11 18:24:51,Fox News,Democratic Senate candidate Doug Jones holds a 10-point lead over Republican Roy Moore among likely voters in Alaba… https://t.co/ngLziDJX1J,@FoxNews
330,0.0,2017-12-11 18:18:18,Fox News,"Trump accusers band together, seek congressional probe of 'sexual misconduct' - via @brookefoxnews
https://t.co/3aJOAMPSjW",@FoxNews
331,-0.4767,2017-12-11 18:16:58,Fox News,"NPR's Tom Ashbrook suspended amid 'creepy' misconduct allegations from men, women https://t.co/tkpcPkVMo4",@FoxNews
332,-0.6808,2017-12-11 18:10:44,Fox News,"Conservative college students in Minnesota face insults, threats for political views https://t.co/oi0GTpfDhf",@FoxNews
333,-0.4767,2017-12-11 17:52:16,Fox News,Britain's been wrong about its highest mountain for years https://t.co/AmnE0Zp4uQ,@FoxNews
334,0.6249,2017-12-11 17:38:13,Fox News,'Jaws' spotted? Massive great white shark sighted off Australian coast https://t.co/QvI8OM7O43,@FoxNews
335,-0.2732,2017-12-11 17:36:09,Fox News,ISIS Message Two Weeks Ago Warned About 'Christmas in New York' https://t.co/ieIj8EyAMg,@FoxNews
336,0.5719,2017-12-11 17:28:40,Fox News,".@AriFleischer: ""If [Roy Moore] wins, I think Republicans cannot unseat him, cannot throw him out... I don't think… https://t.co/iZk7lWDhYD",@FoxNews
337,0.0,2017-12-11 17:27:02,Fox News,.@BarackObama and @JoeBiden have recorded robocalls for Doug Jones https://t.co/tPiB6OUIzx,@FoxNews
338,-0.2732,2017-12-11 17:12:07,Fox News,Roy Moore's sexual assault allegations cloud Alabama special Senate election https://t.co/iSyEUozUt1,@FoxNews
